,column1,column2
2707,kyle,-0.0007054050732743516
1239,wont,-0.0007052611893005606
2764,dey,-0.0007049659362589829
1189,fk,-0.0007040811363645381
1213,kost,-0.0007023772833346558
2575,clearly,-0.0007020037447781576
2212,ignore,-0.000700332053876433
1514,bizarre,-0.0006977807240287874
2786,cousin,-0.0006967689766957774
2569,flashed,-0.0006938958086162929
882,jk,-0.000692653230495387
532,happen,-0.0006908931554861291
1425,lost,-0.000689698243635021
1356,bought,-0.000689299186943426
1520,zit,-0.0006888059458165016
896,nba,-0.000687768122397351
1032,deathly,-0.0006874771970215192
643,afc,-0.0006873165630170101
2708,refs,-0.0006864640363754035
2616,gag,-0.0006862286416438754
2475,creep,-0.0006847722153966273
551,hebben,-0.000684723694431182
2779,blasted,-0.0006830344263944666
1689,iknow,-0.000682687531811911
823,bad,-0.0006821309407418295
1025,said,-0.0006814604804508657
2696,nooooooooo,-0.0006813263567615909
2452,jeu,-0.0006811675547453172
1626,mais,-0.0006789362149812361
1647,unless,-0.0006788431676612323
401,mention,-0.000677680132129725
687,par,-0.0006750505131907326
157,fact,-0.0006745407093355082
1026,harry,-0.0006744424392933914
1285,akon,-0.0006740728349358756
1130,expensive,-0.0006739633079082859
2676,kno,-0.0006726814211074254
2689,hadden,-0.0006720132041147962
312,strange,-0.0006718923547293012
2646,milliard,-0.0006682673358494955
2087,shhhhhh,-0.0006677509665185819
197,black,-0.000667465644708054
2716,reseda,-0.0006674181874190673
329,throw,-0.0006642325514626814
1796,hell,-0.0006610051634440021
1643,tragic,-0.0006602732492983563
777,question,-0.0006588391055307895
1665,facebook,-0.0006582401578319254
1714,changed,-0.000658165554305856
78,gay,-0.0006570100880672249
2151,dire,-0.0006563258670016722
1451,shut,-0.0006541085952845549
2175,mercilessly,-0.0006538603117304078
2218,ffxi,-0.0006537449492114698
2273,public,-0.0006526006726422865
984,gekregen,-0.0006519543120475505
1187,hes,-0.000651656919564766
2009,indian,-0.0006508577520366707
2543,aint,-0.0006506786122801668
40,not,-0.000650551510530066
625,ne,-0.000646673010270723
702,actor,-0.0006463119022966717
2266,cam,-0.0006453106706766073
239,blij,-0.0006442067404878973
280,islam,-0.0006433135867175734
1877,controlled,-0.0006429048449761007
519,stat,-0.0006429007678309018
1774,whoa,-0.0006414661324347475
2521,vieux,-0.0006411473796676002
910,gisteravond,-0.0006408339568506127
1284,advanage,-0.0006404565338467022
1115,broken,-0.0006386008950835867
1606,decency,-0.0006385669663912933
1883,attempts,-0.0006369495490034884
1410,undefined,-0.0006367558517177585
865,might,-0.0006359531348750335
394,hahaha,-0.0006353923343902921
2579,realized,-0.0006348318873737287
382,twitter,-0.0006345875411643771
129,hey,-0.0006338397577141174
1861,address,-0.0006337322465513394
320,shrug,-0.000633163294734182
866,lettin,-0.0006322291170471793
2249,fml,-0.0006312902965465385
1882,media,-0.0006311659201778028
375,win,-0.0006310880401422425
2795,rimanere,-0.0006310566165230087
1872,korea,-0.0006302891761203561
2469,tolerate,-0.0006283940902286436
2709,protips,-0.0006257739401697006
179,remembers,-0.0006254304298292677
586,dan,-0.0006213295957685209
1467,resist,-0.0006209308975465497
2271,badly,-0.0006200120106621356
1218,overige,-0.0006198553625340723
1382,control,-0.0006192730384557136
2293,wanted,-0.0006182231290687503
1495,fetishes,-0.0006167998222224117
1057,dun,-0.000616460703429951
707,think,-0.0006152551077614379
540,onze,-0.0006151937643923091
2278,rats,-0.0006149688537658175
2304,behind,-0.0006143732326448207
2399,jokey,-0.0006129130800336145
2650,flashbacks,-0.0006097894586870606
125,saying,-0.000608588066843088
548,uur,-0.0006078852917195634
1811,dating,-0.0006052711535208097
1480,horney,-0.0006035288350594648
1028,prisoner,-0.0006030161925078849
2577,freaking,-0.0006024756731565319
236,jarige,-0.0006018762798141617
351,avoid,-0.000601811329369569
2209,breakups,-0.0005981308310125234
2223,il,-0.0005968029515346317
1836,england,-0.0005962859692117337
1409,statement,-0.0005945182732216181
514,rapper,-0.0005942736497384939
2073,aant,-0.0005932286548683838
2479,trust,-0.0005920926794981916
1806,newer,-0.0005915276222771781
34,justinbieber,-0.0005914042942192737
1702,confusion,-0.0005904572989355402
2684,scuttling,-0.0005896786222549726
1482,naked,-0.0005886678289954183
894,confirmed,-0.0005865748694657461
1707,mad,-0.0005856129480519442
158,someone,-0.0005855338604848969
2309,named,-0.0005853542792482238
1424,pull,-0.0005835946446561967
175,wow,-0.0005828287264686309
1594,push,-0.0005802406238067517
1822,common,-0.000579954747786248
1041,would,-0.0005796186710868376
67,did,-0.0005766726667705228
303,lol,-0.0005759796083540186
1172,maandag,-0.0005755591224320715
2589,notreally,-0.0005751923375724566
1379,france,-0.0005746897381567739
160,u,-0.0005746299895747792
606,celebrity,-0.0005736171730846429
1936,null,-0.0005723454525519335
1912,dead,-0.0005717413656166433
2448,changer,-0.0005698852483563175
977,rarely,-0.0005688784871659509
793,vanished,-0.0005688779348745835
566,shawn,-0.000568387052496878
1442,shes,-0.0005672929682718428
2733,todavia,-0.0005670318472669666
2603,basically,-0.0005662657997440398
200,majority,-0.0005662236357849028
2801,paul,-0.000566200382589093
378,collector,-0.000564408777430784
2322,doen,-0.0005633451044080865
2222,comeback,-0.000562980078685737
2294,smash,-0.0005608058473918831
340,kept,-0.000559726865017145
1206,replaced,-0.0005572510735703191
2462,wears,-0.0005554183127364179
1400,ugh,-0.0005553488227671966
818,volgorde,-0.0005536217861108167
1384,kidding,-0.0005535326759847028
1129,anti,-0.0005534970647786759
1722,woman,-0.000548380824590845
42,females,-0.0005455661869057051
1483,happening,-0.0005451329966741454
653,if,-0.0005449157442045945
1586,cute,-0.0005448151511900595
1757,plak,-0.0005438998331125396
2522,rien,-0.0005435014013721321
1596,panic,-0.0005432545436121094
360,put,-0.0005427894021683664
1849,valid,-0.000539798380633159
2698,oke,-0.0005394128325001455
2686,doe,-0.0005379309422913578
2453,yung,-0.0005376896567846193
1279,toronto,-0.0005373911973812961
2299,tom,-0.0005372646460591109
1523,reasoning,-0.0005371303554815593
521,damn,-0.0005368719775873889
1783,buy,-0.0005361171735764068
1165,account,-0.0005354156361554941
1001,agree,-0.0005345144306684318
93,actually,-0.0005344503381507836
1873,china,-0.0005338114434514489
944,were,-0.0005337500763595592
831,ass,-0.0005329996057500904
674,they,-0.0005321995656631055
1309,jordy,-0.0005321942460112657
1463,cause,-0.0005321513353175796
516,shit,-0.0005320170292996708
1556,wondering,-0.0005312250495999208
2737,si,-0.0005291527650022837
1692,chip,-0.0005250630346918405
1354,reason,-0.0005248647652168876
1658,whn,-0.0005243169494721804
1161,bitches,-0.0005241452654709738
1574,crowd,-0.0005234165300708219
1005,left,-0.0005227338393396899
2727,nohope,-0.0005186584465929845
1226,decides,-0.0005183650481111488
2008,tell,-0.0005170254565254158
2074,zin,-0.0005167399643950852
1492,drunk,-0.0005164175445435248
1107,cage,-0.0005162336570737246
627,pas,-0.0005159615185316707
81,allowed,-0.0005159585297281017
1392,mij,-0.0005156983009483446
468,thought,-0.000514898971800495
614,hmmm,-0.0005146725851620182
904,called,-0.0005139217541044661
1430,bitterness,-0.0005138812621647578
734,aww,-0.0005133641870823067
624,je,-0.0005122906599175938
892,jerry,-0.0005122662982023764
820,aan,-0.0005120551499584749
359,seriously,-0.000511373948258211
742,funny,-0.0005112805675032063
0,heel,-0.0005107175943770458
2236,utrecht,-0.0005090953161862991
1082,roommates,-0.0005078804788213113
2019,hit,-0.0005069030903280808
1884,hillis,-0.0005050753100109334
1835,exist,-0.0005046877156926511
1672,brand,-0.0005017081161032458
1366,came,-0.0005015730994967954
807,pissing,-0.0005007248988468188
1743,ordered,-0.0005004432839750403
414,normales,-0.000500362345761429
698,probable,-0.0004995882637542376
1735,nick,-0.0004992322473096242
2693,nika,-0.0004962750215387702
2031,bucketlist,-0.0004958889180824666
409,haha,-0.0004949842953194282
915,briljant,-0.000494690844962797
1367,cherche,-0.0004941827439896587
353,thing,-0.0004940788042778663
222,change,-0.0004931693516892588
2163,avoir,-0.0004928743987474778
895,looks,-0.0004928397989580095
432,hahaa,-0.0004918727764305343
1019,cuisse,-0.0004913111689416582
2445,knock,-0.0004900194986885196
1128,mcdonald,-0.0004894984679700175
2506,premature,-0.0004893818862664445
1679,mouse,-0.00048709631735701004
1517,goed,-0.00048705179321669167
2774,martin,-0.0004867051315324424
161,could,-0.00048603173796091416
1034,gon,-0.000484871492223987
1977,apparent,-0.0004834418872593173
1697,chose,-0.00048341154888674676
2772,charlatan,-0.00048334005714854763
2048,hah,-0.0004831397562238888
33,@,-0.00048260333373843686
2109,nervous,-0.0004817223300512779
400,gedaan,-0.00048059722158475725
2534,howard,-0.0004793496674423357
1762,america,-0.0004789474043448951
2173,force,-0.0004769975018954912
2728,deffintly,-0.000475886798232676
2699,als,-0.0004753562037316892
561,schwartz,-0.0004752990440209277
2022,appears,-0.00047405637050291854
658,asked,-0.000474037033732798
921,nu,-0.0004731976677131758
2292,chances,-0.0004712115903385783
497,awful,-0.0004710172354980603
210,fucking,-0.00047093405426814803
1570,shows,-0.00047062352040884296
1814,supposed,-0.0004694184421359289
2559,youtube,-0.00046903465840080963
2027,sub,-0.00046681184912386283
858,offense,-0.0004663111195610753
407,fell,-0.0004639689748990804
23,humans,-0.0004633861052332139
2044,shittiest,-0.00046301918607777695
1857,devil,-0.0004625314041526921
1603,ago,-0.0004621963232728786
255,wants,-0.00046217532892242044
1169,bro,-0.0004615700246694444
169,was,-0.00045954543859608583
1023,fait,-0.0004594782152936048
2058,realtalk,-0.0004586501710445088
77,but,-0.00045780370562762296
1573,pushing,-0.00045583060500657506
799,donc,-0.00045536427114149005
981,craig,-0.00045371741237073995
679,voir,-0.0004536600875730638
61,man,-0.000453487831568781
675,girl,-0.0004518535130024608
2111,file,-0.00045097279770787274
1183,zaal,-0.0004505223162480849
1232,ate,-0.000450317110166929
1171,geslaagde,-0.00044922372329633255
1233,talked,-0.0004485054084219344
1104,lion,-0.0004484683642221486
1998,favorite,-0.00044846203807234714
992,restroom,-0.0004467459944942882
2267,twinkie,-0.00044542947985465894
2791,fcukin,-0.0004449037819539488
2054,drunken,-0.00044486121133710245
2761,selfish,-0.0004437512074163901
876,meant,-0.0004431461297941397
2677,legal,-0.0004421473921373664
771,happens,-0.0004406926406321943
705,game,-0.00044005540506910533
2767,false,-0.00043822424525202325
1761,sint,-0.00043666554133044394
2258,ones,-0.0004356294870972987
261,she,-0.00043342069072417963
2052,any,-0.0004317864620623163
1661,death,-0.0004314925714000137
1504,pose,-0.0004314288844296068
1934,beast,-0.0004313976470304866
2403,florida,-0.0004307113961629988
2756,puedo,-0.00042941288672677035
20,proves,-0.00042759143052002057
2562,vriendin,-0.0004275187690205972
1621,ep,-0.00042709818837859836
531,crap,-0.00042669854356650836
1282,used,-0.00042613360764097013
2072,alweer,-0.0004259133909189065
1321,ignoring,-0.0004255899386586373
1907,ranked,-0.00042529938143147947
1652,desi,-0.0004233554998234997
2332,fin,-0.00042294836180280183
1398,either,-0.00042243050462221923
1922,thats,-0.0004223561256147011
522,missed,-0.0004218839428356308
636,nowhere,-0.00042153991196373935
1347,az,-0.000420399328358351
2104,uncle,-0.0004198562898617828
1088,option,-0.00041840681024490537
331,wall,-0.000416761888569708
1456,implants,-0.0004160021236817943
1830,beat,-0.0004147717133815196
1988,ran,-0.0004139352059944793
455,lies,-0.000413738575988283
861,leave,-0.0004131263432399207
2025,yes,-0.00041145501883599805
2144,mi,-0.00040973845198975827
43,who,-0.0004082742389988726
1238,lakers,-0.00040821483031065704
58,respect,-0.0004070770811888337
1022,souvenir,-0.00040629298892310664
361,crappy,-0.00040576210186910944
2561,lieve,-0.00040518489107765676
2389,killing,-0.00040367762205245237
2220,lijnen,-0.0004029971911115628
2113,ok.,-0.0004020032828992289
1536,doh,-0.0004019290847578436
880,collins,-0.0004019108184596209
488,even,-0.00040078943455940184
1869,plastic,-0.0004004771059368675
1407,mere,-0.0003997245678594031
1846,ok,-0.00039922789487244
2685,played,-0.0003991357011464984
1000,bij,-0.0003983378464459515
623,une,-0.0003966343257986199
2015,realize,-0.00039530834636390585
597,reinas,-0.0003945411460766061
1973,outta,-0.0003944181971514831
2002,geloof,-0.00039422186602510584
2384,believeit,-0.00039389310654745855
1013,loathing,-0.0003937050127059777
1997,suggestion,-0.00039268124154422557
2362,apologise,-0.00039174553902922467
232,leuke,-0.00039080208509820056
2023,dyer,-0.00038981600795462147
39,does,-0.000389228021387078
251,no,-0.0003889861790940195
2056,notice,-0.0003881853522226453
642,nfc,-0.00038739595070531337
969,regimes,-0.0003854573256390932
327,only,-0.0003843301088566925
2478,topshop,-0.00038397358282760786
903,exists,-0.00038334199592517115
1615,say,-0.00038302576536805024
26,easily,-0.00038198948937284596
418,serious,-0.0003817136881772835
2630,interested,-0.00038144576142840704
599,quienes,-0.00038112229879121726
1478,addicted,-0.00038060083871838796
2712,anything,-0.0003796694224431653
849,sa,-0.00037917577707815246
1458,«,-0.0003776534451600877
475,far,-0.0003774033261666637
2523,trailer,-0.0003737218628132397
1729,norton,-0.00037359422663048303
2226,un,-0.0003734382094364493
1489,leaving,-0.00037329144153871443
266,heard,-0.000373236110397142
1184,gassed,-0.00037290207181247035
2634,potato,-0.00037248251825208615
539,want,-0.0003719885881166309
2239,okay,-0.00037170873617009537
465,joking,-0.00037170693318788896
1383,starving,-0.0003706587589225711
2798,stata,-0.00037013344607526313
1992,slipping,-0.00036667078450511293
513,male,-0.000365691446451979
499,suck,-0.00036527529970613066
691,»,-0.00036504427165495637
1332,hole,-0.00036498222067195485
1713,simply,-0.00036490496624694854
1982,remains,-0.0003643095291528208
2343,french,-0.0003641099146784202
1083,took,-0.0003630450077755228
2262,suddenly,-0.00036177136483854603
738,lover,-0.00036174099863392625
1376,perd,-0.0003610613827247267
