,column1,column2
1316,idiot,-0.01725879127938799
5233,vidic,-0.017253613194089367
5219,grenade,-0.01724845688409324
4134,stole,-0.01723400299647087
751,newsnight,-0.01721380868251846
999,gekomen,-0.017207304406515543
6238,ingevuld,-0.01717987589457983
3262,noooooo,-0.017162994299360933
2601,ganna,-0.017159320901908123
5827,violent,-0.017115843622881585
881,omg,-0.017092614953742643
5038,miscounted,-0.017091315198624422
458,plz,-0.017081029901374854
5703,zou,-0.017074083220887055
1080,dude,-0.01706811943353758
1350,angry,-0.017062539360449443
2860,envoyer,-0.017029605647447488
5547,apparemment,-0.016994833724643624
856,upsetting,-0.01699305594492917
4848,zoeken,-0.016973868233478233
5180,gister,-0.01693428996700753
6055,bcos,-0.01692944954722908
5324,hitler,-0.016885779681792074
5923,sum1,-0.01688271102027309
4311,off-limits,-0.01687942486892172
2396,dislike,-0.0168719906167131
441,wrong,-0.016856354215559078
3490,scare,-0.0168247276633292
5046,pff,-0.016819052292561542
1571,police,-0.016793763235467763
2676,kno,-0.01677523050394995
5342,caitlyn,-0.01675893722319209
207,dems,-0.016752542592567574
4721,daar,-0.016730214067473204
4917,creepy,-0.016712093461428504
2626,uwp,-0.01670903064100226
5673,odom,-0.016702447093419767
5141,ikke,-0.01667802656279503
5994,arrogance,-0.016677732621097015
6136,valt,-0.01667704752747256
387,weer,-0.01664879783379053
3286,gens,-0.016642465292633437
4063,rogue,-0.016641661291002932
5830,forreal,-0.016629440077497643
3201,partout,-0.016621825314668215
809,dat,-0.01661942387151492
5266,loser,-0.01661040721490343
6354,vulgar,-0.016608903738486537
4825,uve,-0.016607233477773053
6642,ziek,-0.016595008393223434
3797,teken,-0.016585456804969062
6210,croit,-0.016581508238754282
2790,incompetent,-0.01657540116388928
4359,regarde,-0.016566939090531994
6486,regreting,-0.0165614775538422
4430,disappointed,-0.01654873009066196
5481,sabes,-0.016544226972274312
1904,britney,-0.01654407610328058
479,unaware,-0.016522009544008634
5049,sterk,-0.016509941095092885
5917,rude,-0.01650845063553745
4574,pique,-0.01650704138214166
1758,oftewel,-0.016491706035658003
2764,dey,-0.016491237757118606
812,het,-0.01646969687754086
3999,paralyzes,-0.016469438698429036
538,isnt,-0.01645996712835224
1333,disagree,-0.01645124002536906
2574,irrelevant,-0.01644804216176922
3278,mets,-0.016408936353384848
2323,eindelijk,-0.01639592538606608
6240,kosten,-0.016392988419209692
4731,disant,-0.016358422237069715
1600,knew,-0.016346763204148042
5572,lfc,-0.016307415884539555
4617,kenapa,-0.016306539303389784
5616,mollywood,-0.0162887747846925
5074,precedenti,-0.01628712496339461
5560,yelled,-0.016284832413790154
6557,tweep,-0.01627658302630645
6528,overheard,-0.016263815540851916
1752,phobophobia,-0.016258962662106278
3062,nixon,-0.016243198340583492
3398,lijf,-0.016222802663866002
6011,wie,-0.016181535798514328
544,deur,-0.01617066400666566
1738,idiot-,-0.016150304788008572
4949,cp3,-0.016143665537831316
3749,true.,-0.016112421822136326
5879,rihanna,-0.01611025035273156
4326,bullies,-0.01610094980402451
5447,defuse,-0.016066059624511526
1618,prohibit,-0.01606523926489987
2541,antoine,-0.016061712387661103
6205,terrorists,-0.01605171522415556
2099,hates,-0.0160417676199069
4176,eten,-0.016035808655676147
6353,shameful,-0.01601910287143242
2020,delete,-0.016016552408300792
3068,hier,-0.015973500664926654
3163,idiotic,-0.015948887851868727
4647,no1,-0.015907665424783946
1723,accused,-0.015866295445778823
3476,klein,-0.01581686203723347
4543,dare,-0.01581346313529711
4895,couldnt,-0.01578882858369626
1136,aggressive,-0.01571953633958773
4121,suicide,-0.015711943890792803
6047,shame-,-0.015694578162577553
5539,awkard,-0.015691066717867505
4079,twitpic,-0.015689178245008345
783,soldados,-0.015681645247032184
6151,tombe,-0.015631702648562833
2474,unsafe,-0.015629805284891187
971,fearing,-0.01562519669925222
354,fear,-0.015608183957355276
1164,deactivated,-0.01560741683497028
1307,guy,-0.015599691179420299
3634,failed,-0.015588227043950477
3485,retourne,-0.015556748556240448
3527,dissappointed,-0.015536515387893234
6243,geef,-0.015530564102026983
857,fan,-0.01551715631173981
2003,eens,-0.015509185765533735
1880,antagonists,-0.01549924281615703
91,opposed,-0.015488504020735533
1241,tryna,-0.015486633899453824
4498,zeer,-0.015474350242863543
1386,benieuwd,-0.015470976706803446
3542,waarvoor,-0.015469708456619652
1878,censoring,-0.01544303651218874
4016,gekocht,-0.015426369122210092
1100,screamed,-0.015425980322082707
4490,bleek,-0.015402153535377815
2850,franchi,-0.015378878225208142
6403,handen,-0.015347944583241561
883,fail,-0.015340685728963344
1674,nederland,-0.015338285738268847
3081,destroy,-0.015328566815809899
1360,nigger,-0.0153123033603261
6541,shakira,-0.015311731677163107
5086,bouwen,-0.015309122387300957
117,why,-0.015299380003816697
1121,weapon,-0.015291338492256265
755,rioters,-0.015286102284508414
6437,khloe,-0.015274027828141955
5915,hett,-0.015267912052085612
3800,stad,-0.015264289876876745
5770,frisked,-0.015262821515706963
1186,thinks,-0.015216527642101954
1628,louco,-0.015207326319907934
5197,zonder,-0.01519403730320089
3567,hyu,-0.015184680862837727
4127,harm,-0.015180525567907438
3953,kijken,-0.0151642829596269
3459,legit,-0.015161295439709696
871,omar,-0.015155989625442618
3129,uitgeschakeld,-0.015150300216936993
5733,spelen,-0.015149492603972099
6500,rappers,-0.015147180144054933
6521,obama,-0.015122714659357344
708,damaging,-0.01511717982161145
5704,graag,-0.015114258348523812
3957,repercussion,-0.015105254176461832
1541,facepalm,-0.015099491401524376
2741,jajaja,-0.015089154839955791
3042,wintour,-0.01504105171525999
5909,revulsion,-0.015034798223360894
4743,vorrei,-0.015029241482767292
4411,danger,-0.015021062548448528
1153,spams,-0.015015650781889042
6455,nor,-0.015007897722608039
5050,worden,-0.01499215361731773
6574,somone,-0.014984799514546818
3397,uit,-0.014984359692642387
4015,zooo,-0.014967219596912712
5825,defended,-0.014923688769237836
3379,boiz,-0.014916143449543041
2981,sue,-0.01490182053486161
3069,komen,-0.014901469618192375
1604,shittin,-0.014894265616910818
5707,teveel,-0.01488209133183432
3465,loudmouths,-0.014880762875908502
6394,fsu,-0.014877811472234855
3789,scares,-0.014873344852148746
4226,childish,-0.014872327774466608
134,abuse,-0.014868221017049408
4763,nobody,-0.0148613707176534
4270,asians,-0.014844873858920658
4576,unclear,-0.014836157679170441
2913,id,-0.014830342910382302
3899,tht,-0.014777105883886818
3856,simba,-0.014776459887410649
160,u,-0.01474712027691616
4209,sembra,-0.014729092466419177
83,idiots,-0.014714026377591975
4453,terrified,-0.014703109533576309
920,alleen,-0.014694158674983472
3440,killers,-0.014693840377263557
4476,pry,-0.01468525820743419
1306,saw,-0.014683266579195825
6139,nickname,-0.014683029633908449
1420,neither,-0.014654260491526107
4904,careless,-0.014646548507010332
6587,perdre,-0.014626588937478445
263,fails,-0.014609729993610982
4736,fearful,-0.01460320641249462
6555,krijg,-0.014603186184913764
6214,monstres,-0.014582709402581474
747,ricki,-0.014562964223061919
4381,okee,-0.014560234635137335
2679,wht,-0.014551123594051217
5047,zal,-0.014535051654498421
5303,offending,-0.014533977653848477
4124,kobe,-0.014523971660049944
262,never,-0.01451479973447238
3012,procurar,-0.014510712506112237
2473,hide,-0.014503712954259583
437,rape,-0.014499918043122879
5968,dhat,-0.014496227995978632
4915,unluck,-0.014489082809792905
514,rapper,-0.014486268935686872
5662,stolen,-0.01448425518666543
5149,snakke,-0.014470415840178804
6067,ew,-0.014468488596663694
5535,lorsque,-0.014463276041281557
3377,fans,-0.014460961836738307
2889,knws,-0.014455312599491
1501,justin,-0.01440432732792712
6601,cattivo,-0.014402665247419044
3008,surprised,-0.014400351918991212
3898,gnna,-0.014399121390038759
1057,dun,-0.014395316594710253
2769,gewoon,-0.014387812877178682
3804,despicable,-0.014381684204430477
5293,mekaar,-0.014381542415237486
5333,technische,-0.014379264735191976
3154,doivent,-0.014375473072396725
5950,capitalize,-0.014368007583703827
84,arrogantly,-0.014363227379510155
4400,ontwikkeld,-0.01435222356030267
947,prohibits,-0.014349146360484906
2705,idc,-0.014337770807078083
5385,repulsive,-0.01433776920027089
3145,gitaar,-0.014332206131832993
5627,makem,-0.014308853202996576
2751,moeten,-0.014304036929521455
1315,underrated,-0.014293740544349015
3112,oml,-0.0142933934291802
4137,losin,-0.014282007758057906
238,helemaal,-0.014262308148413923
5554,kills,-0.014259671733308533
5183,dachten,-0.01425621608800759
2890,sorry,-0.01425607876827136
1108,moet,-0.014255973889543977
3316,locked,-0.014244145101106968
569,hahahahah,-0.014236302545856153
5475,mis,-0.0142339986478433
660,penis,-0.014227460622642246
3218,posioning,-0.014226874667969019
1754,phobia,-0.014213765039754005
82,ironic,-0.01419646756765521
5139,gangen,-0.014192871697267708
2990,shitless,-0.014191747002273531
239,blij,-0.01418676345502193
1189,fk,-0.014173718529296456
6446,pisses,-0.014161298687957643
4420,bojan,-0.014138287254982167
5638,groupie,-0.01412631388032333
1187,hes,-0.01410954291509092
3394,verrast,-0.014099229799573277
2237,wayy,-0.014093830942757754
3298,gona,-0.014089132152948073
4641,threw,-0.014072895809076441
4486,sexc,-0.014060598445873748
5122,tore,-0.014055168334624843
6540,viendo,-0.01404026564746526
4142,deny,-0.014033736981572993
4732,avait,-0.014019558915339474
4219,voit,-0.01399736314412641
1579,bootleg,-0.01399260246515775
6546,followback,-0.013990830084050323
5020,koo,-0.013980410537682331
1440,kill,-0.013976052332559939
446,woow,-0.01395990180383869
420,apologize,-0.013951765105591823
6602,temo,-0.01393399160195825
5332,beter,-0.01392756606597153
4441,terrify,-0.013915794068101986
5102,zimbabwe,-0.01391514771003633
6036,butch,-0.013888761184562087
5228,fergie,-0.013887449005883864
1243,hmm,-0.013862577889054218
2543,aint,-0.013861283934259146
2689,hadden,-0.013855741729965333
6413,lyk,-0.013843719821719572
1039,cant,-0.013835231079717453
4305,posed,-0.013829084079709475
4964,cruel,-0.013814996228159125
3372,gramatically,-0.013808720410324596
1901,forgot,-0.013796839755865029
3120,noooo,-0.013791416556524041
2526,regarder,-0.013786585236549298
520,oops,-0.013774567522505094
3615,destroyed,-0.013770417993721239
4747,fossero,-0.013768947141130526
2279,aliens,-0.013744444780921329
3795,staat,-0.013723375934143505
896,nba,-0.013717666384499803
5263,scariest,-0.013715369219335338
5396,pathetic,-0.01370337143167219
5232,benfica,-0.01370277305813327
1693,uh,-0.013687670565607919
2690,houden,-0.01368499565354349
4401,leiden,-0.013682496240807614
4864,marquez,-0.013677154778627004
1455,destroys,-0.013677153044847878
3343,assume,-0.01363430921116985
1,iets,-0.01362928573438027
29,hate,-0.013628092195083716
6249,robs,-0.013621618845894844
4561,houdt,-0.01362047448844293
3417,verwachting,-0.013618265965325105
1266,meh,-0.01361447197567473
3878,bedenken,-0.01360556714819492
6415,oppa,-0.013594873976289966
1942,mafia,-0.013579219580279194
6164,arguement,-0.013578853649532941
5003,cool.,-0.013574480619144676
1085,detrimental,-0.013570796268144359
3212,naast,-0.01356307658561902
2833,gunna,-0.013559565740750396
230,gisteren,-0.013552202454140249
4177,paps,-0.013541947065210334
8,apparently,-0.01353606131127325
3094,-.-,-0.013513324597279821
2073,aant,-0.013502138369533968
3146,karton,-0.01350165037641166
6016,deff,-0.013497685870807817
1521,ontvanger,-0.013493551171980766
5682,zvi,-0.013456900051174276
3879,wacht,-0.013436340281376266
4733,droit,-0.013435135958266672
6040,inhibits,-0.01342446275021688
6395,gator,-0.013420346747818964
5435,clue,-0.013417803496229883
3204,sait,-0.013408382035709113
5,toch,-0.013403446981253703
1179,vanavond,-0.013390219497972825
4056,rememered,-0.013380983878725416
1152,landen,-0.013372756855986979
2216,npc,-0.013356468116282806
667,punished,-0.013353711962984285
5805,prank,-0.013321669327462926
1134,winkel,-0.013314125742061684
3881,pakken,-0.013305062496275439
4690,mtv,-0.013303642284169243
3063,crush,-0.013302212641717638
1431,anger,-0.013298923081661324
3233,leak,-0.013297089208898145
4225,danny,-0.013283568848441962
641,frauds,-0.01328101046289611
6442,fumbles,-0.013257962768327552
1103,cuz,-0.013252243871884922
5757,terug,-0.013246319958690045
3617,escaped,-0.01324190054344813
3777,laker,-0.013230179486780376
5751,validly,-0.013196974848288351
2653,poser,-0.013195353010647282
1894,dick,-0.013195204336004612
6275,tweeter,-0.013192620843932166
1990,happened,-0.013179986270838195
4887,khula,-0.013150883153013243
6141,tpp,-0.013149300915256203
2937,disturbing,-0.01310922023036939
5592,disgrace,-0.01308608694890557
1392,mij,-0.01308275908697727
5322,legally,-0.013065735661392948
4050,deze,-0.013064899452877563
2853,mettre,-0.01305710287874571
4059,blame,-0.013038885306693535
2381,stab,-0.013037975235131602
1689,iknow,-0.013033683729174562
5749,accuser,-0.013021351790904658
3488,asshole,-0.013020506879320288
3088,disgust,-0.013020153078222999
6374,punched,-0.013018830920223183
2320,laatste,-0.013011783851527162
6269,presentator,-0.013005613180781325
2219,gaan,-0.013005113895083282
5676,kardashians,-0.012985959401777719
4026,insecurity,-0.012972748749621225
1235,thhink,-0.012972498689982308
3124,tweeted,-0.012972172741215964
4962,freud,-0.012971819523043087
5576,tulisa,-0.012961231786989012
6130,paar,-0.012959827424111704
4563,zullen,-0.01293377922361693
2164,regrets,-0.012930914375522285
1041,would,-0.012923023896560044
553,een,-0.012899004837760538
5393,xd,-0.012885901465352855
3144,gemakkelijk,-0.012883312173651107
4571,voisine,-0.012879609598313128
1599,btw,-0.012861210337042872
6424,homme,-0.012856799979245903
4413,pujols,-0.01285227339649259
5562,annoyed,-0.012839759379848008
3836,penser,-0.01283770414007894
5579,schatje,-0.012825101537994347
5575,liked,-0.012824192320000103
6440,conceding,-0.012811103044400918
3594,belive,-0.012810844182382548
38,says,-0.012810273747439132
2322,doen,-0.012798873564753241
3364,lack,-0.012798256999490656
4146,scandalous,-0.012786360587907471
2094,risking,-0.01276742597568038
5706,vroeg,-0.012759725580067782
3570,maldita,-0.012741514473190956
1213,kost,-0.012740868453722196
5027,allegations,-0.012732655889671072
13,die,-0.012714510216176039
745,scary,-0.01271188221640693
4299,meer,-0.012707931566156573
3970,badder,-0.012694320264065539
1174,maken,-0.012694237305590831
2799,tanto,-0.012682713543962202
6543,saber,-0.012670447942016144
5679,erop,-0.012651688660447278
5110,likely,-0.01264890575799299
5871,wayyy,-0.012613567480691737
3708,mayb,-0.012587901724111474
2514,fuckin,-0.012578581180527673
6462,asusta,-0.012570134250637903
3744,helpen,-0.012552836474735596
6046,don,-0.012548882459470428
5672,lamar,-0.012539061963057652
4882,wana,-0.012532674540204515
4592,zac,-0.01249855407846324
1886,player,-0.012484371961421888
3339,fool,-0.01245864918961306
3655,unfortunately,-0.012446807633161408
3851,mufasa,-0.012437943573883892
4533,regret,-0.012436566087360618
5077,overrules,-0.012422805269307894
4677,buick,-0.012422550780696607
4180,suprise,-0.012422517194782717
1976,obvious,-0.012409940938205492
1385,echt,-0.012400687601034778
289,anyone,-0.012398255174180663
6203,crass,-0.012380874893269406
1759,kunnen,-0.012379498689108794
5888,beaten,-0.01237455041844243
1753,mortified,-0.012330797219656327
5321,nazi,-0.012324323567770015
280,islam,-0.012320115704671097
3119,jenkins,-0.012314958161818771
4559,frightening,-0.012289150358709613
1285,akon,-0.012281963598292863
2976,slut,-0.012279925661960815
1133,naar,-0.012268380577767192
5044,lock,-0.012264892432427168
209,closemindedness,-0.012240590453166469
3616,narrowly,-0.012234790594569021
766,cody,-0.012226349714485038
4525,pottermore,-0.01221765078394671
2791,fcukin,-0.012189842155962168
1706,kinda,-0.012188719096723139
2629,cena,-0.012164514428807095
1029,alcatraz,-0.012144491073554099
957,clse,-0.01214378114795643
6448,connaissent,-0.012140951711832075
5082,sterke,-0.012128891105872956
3569,jajajaja,-0.012115124719101637
4367,lockhart,-0.012114105007962258
4143,joes,-0.012093761639185354
1387,hoe,-0.012084337503357245
3423,risk,-0.012072052507119816
2551,gross,-0.012059520626218102
663,mean,-0.012046594444600173
6343,ummm,-0.012027241374278906
5075,governi,-0.012012856525875937
2662,defends,-0.012010012476241628
3980,glitch,-0.011986643627806014
4415,jerk,-0.011971765378175339
5911,disapproval,-0.011964929073750576
2875,defenitely,-0.01196229908135833
101,seen,-0.01195786557642402
921,nu,-0.011956822764997996
3535,r.i.p,-0.011955708331563642
34,justinbieber,-0.011948903247042736
3971,colis,-0.01194785201547861
2002,geloof,-0.011947802178026424
2174,regarded,-0.011920955037288197
2162,oublier,-0.011903356722606345
2829,bastard,-0.01190208712758844
4444,noticed,-0.011899261337675982
4103,mecs,-0.0118975793114265
6316,hnd,-0.011866130994102107
2827,mentioning,-0.011863003620463296
866,lettin,-0.011859245416131708
4227,gambino,-0.011852591243339478
625,ne,-0.011849875187383247
2137,shame,-0.011848386385150416
6174,sorprender,-0.011832771262116482
4669,prob,-0.011831521471709199
5053,indy,-0.011822388600703114
532,happen,-0.011815739047113855
3886,somebody,-0.011815553133543709
3059,arouse,-0.011808190952222587
397,laatst,-0.011801958430230197
3647,moines,-0.011799821429596687
1137,lame,-0.011796330419196529
5857,escorte,-0.011795343812329367
5290,tevoren,-0.011791786519290156
5026,fired,-0.01178162705106053
2384,believeit,-0.01177667573415864
3697,beyonce,-0.011775692618174807
3143,kan,-0.01177502777972248
2097,annoying,-0.011755939995225118
5912,aroused,-0.011748861294301494
2645,parle,-0.011730688475597741
4378,annoy,-0.011724421915976058
2029,ttk,-0.011722842123339851
2215,yeah,-0.01172087721146589
208,racism,-0.011710889694129185
3773,knife,-0.011705872817645598
3829,reaction,-0.0116977468368818
6465,jaja,-0.011692873806091388
815,komt,-0.011689348430568493
5028,molestation,-0.011684507912841017
4845,u-turn,-0.01166843192343848
4959,nou,-0.011651020244914163
4687,haar,-0.011643919833632747
1034,gon,-0.011641738971444897
2952,quoi,-0.011620887454200321
3627,'no,-0.011611933002246113
3404,sadly,-0.011611034773669766
4309,rangers,-0.01160966543261987
2491,admit,-0.011603105752965267
811,aam,-0.011601096413806777
152,ever,-0.011600260522619088
1887,offence,-0.011593744271214306
4834,seguin,-0.011589944625925571
6542,crei,-0.0115876655358231
5489,joke,-0.01157083559801738
5164,jealous,-0.011566460505658021
6404,androids,-0.011548933826591052
2709,protips,-0.011548403914270648
956,mirar,-0.011545684783296453
512,warning,-0.011545265699665543
3948,zus,-0.011540906740286521
2561,lieve,-0.011526452197634929
5705,plaatsen,-0.01152450348983127
5069,guerre,-0.01150964343241245
2916,camo,-0.01150949761095129
3056,gibson,-0.011505302166681363
3280,cia,-0.011505019706048742
5033,hides,-0.01150166568920614
4921,slag,-0.011482965558333941
5810,realizes,-0.011455139373802412
6606,enemy,-0.011454574284077673
2487,ook,-0.011449101528119955
1515,lachen,-0.01144841075468465
800,quand,-0.011439271992193557
848,annonce,-0.011418031064829333
3990,removed,-0.011413813865310261
6367,beig,-0.011408921298679658
1141,fb,-0.011405337661932509
4600,flippant,-0.01138646089168869
6618,flop,-0.011379457071981874
2727,nohope,-0.011376970240985017
2602,faced,-0.011367675910471543
5146,hadde,-0.01136208040566686
5252,hav,-0.011350987097747779
6257,crushed,-0.011350218407422306
6313,nakita,-0.011338025094133793
2026,yu,-0.011332609839857816
5828,homophobia,-0.011328791751106322
4952,unprepared,-0.011324996108802339
3006,ripped,-0.011322344166710059
6365,hahahah,-0.011318671946658095
1721,guesswhat,-0.011315161587942199
3884,assassins,-0.01131228346361079
4468,eu,-0.011302091450930009
1217,zijn,-0.011301054071895982
1832,vs,-0.011288429850585728
6512,alien,-0.011287970959501126
6,?,-0.011270338904074787
2907,winehouse,-0.011268840857593792
2223,il,-0.011260816329978355
5574,diketahui,-0.011259157569541316
395,voor,-0.011259147593984562
78,gay,-0.011246693673134758
624,je,-0.011245426899148349
6159,knocked,-0.011231766065990146
1204,obnoxious,-0.011226469507984007
890,tried,-0.01122401738227139
