text,label
"I just read about a young male wolf that was shot dead after walking 700 miles in search of a mate. That seems pretty awful. I am thinking about all of the different paths that wolf walked along on his journey, only to see it end in disaster. Apparently it was a government sniper that killed him. I'm not sure why the government has snipers to kill wolves. If they are posing a direct threat, then of course animals must be killed, but I don't see that this wolf was threatening anyway. It seems dishonorable.",1
"Hey, so I just read about this fire in Arizona. It was not super serious and no one besides one person needed to go to the hospital. It was not like super tragic but it just makes me think about my own life. It also makes me really think about my living situation. I have never thought about how I live in an apartment building shared with several other people and that their actions could have severe consequences. For example, say someone above me has a child who is playing with the stove and the parents are unaware. I fire could start and all of that is beyond my control. It really freaks me out now that I know someone besides just myself could ruin my home or personal belongings. Even worse, someone could lose their life.",1
It's very upsetting to me that people feel they still need to poach elephants and rhinos just for their ivory. It's a species that you are making extinct here. Why are people not trying to control or help the situation more? There has to be some kind d of co trolling standards for the extinction of the rhino and elephant. I believe I saw something not that long ago that actually painted the tusks and got s of elephants and rhinos that permantely stained them so the poachers work not beable ti use the ivory. They stained them a pink or blue color. We should try and regulate that and do that so no one will kill these animals. If that's possible.,1
This is a very sad article. Being of of the first female fighter pilots must have given her and her family great honor. I think that there should be more training for all pilots who deal in these acrobatic flying routines. I also think that women have just as much of a right to become a fighter pilot as men.,1
"ABUJA, Nigeria ― After her father died two years ago during a Boko Haram raid on her village in Yobe, Nigeria, 16-year-old Zulyatu, her younger siblings and their mother fled to Biu, a town in northeast Nigeria’s Borno state. A year ago their mother left for another town to get treatment for high blood pressure from a traditional healer, leaving Zulyatu alone to care for her siblings, 12-year-old Abubakar and 8-year-old Amira.",1
"Hello there, I think this situation in Haiti needs our attention. It's clear that these people are suffering after such a catastrophe befell them. I urge you to donate and make a difference in these people's lives especially the children who are suffering and don't have anything to eat. Every dollar will count I think",1
"I thought this was a pretty interesting article. I learned some things about music and lawsuits. It might be relevant to some of what you and I were talking about some time ago. In any case, it has some new facts that have come to light, as it were, new information or opinions that I had not fully considered prior to reading this article.",1
of the 5000 rhinoceroses that remain free in the world have just killed one more. poachers do not respect endangered species. This enrages me and I try to hunt them. the 18-year-old rhinoceros left her baby orphaned. I really hope that stronger measures will be taken for the protection of these species and that their extinction will be avoided.,1
"Hello Friend how are you? How are your children behaving? I do not understand much about politics but now the President of this country and that of Ruisa joined forces when fighting against Syria. They called Syria as the first threat and classified it as terrorists. I really do not understand what is the reason for so much hearing and what was the initial problem.  I know that there are many good people in Syria, so it makes me think that many people died when the President of Russia bombed Syria. Many good people die. I consider that the war does not solve anything, it has not done it before and neither will it now.",1
I feel horrible that this is happening. It probably a lot to do with what America has done in that country. They are the ones who armed the rebels and caused this problem. America created the terrorists groups. I know I am not responsible but it makes me sick to know that intelligence agencies from our own countries instigated this problem. I feel sympathy for all those who have been killed and the families who's lives have been ruined.,1
I remember how hard I was to my mother especially in my teens.It can be rough and now I see that instead of how it use to be.As a kid you always think that you know what is best that you are number one.You don't really think about other people and their feelings and you tend to rebel and jsut be this horrible version of yourself.,1
"I just read another article about clashes over in the middle east and I am sending it over to you. This kind of thing has been going on forever ,,, my whole life and I have to admit that I am becoming immune to these types of stories and lost all empathy for these people. Normally you would read a story such as this and be heartbroken for the women and children who lost their lives but there is a story (or 2 or 3 or 10) like this every day and for decades and no end in sight. So just pile up the bodies of the woman and stack up the children murdered. Herd the maimed into a corner and block it all all of your concious. Too much insanity and too much gore to think about so the healthy thing for you do is just ignore these stories since there will a new one or two or ten tommorrow and forever",1
"Hey, I thought this was an interesting article about males born through medical fertilization. Apparently, these men are also more likely to suffer from the same problems as their fathers did with being able to have babies. It's sort of sad to think about it. The author suggest using a sperm donor instead, but I couldn't imagine doing that if I was in this situation.",1
"Aw, look, I didn't know Pete Burns died.  I'm glad he was happy with all his surgeries and his life, even if I wasn't.  He was so hot before he did all that, man. Gorgeous voice.  Why are all the pretty ones so often the wrong kind of crazy? Now I have to go listen to that song, or it's going to be stuck in my head all day.",1
The political divide in this country has only gotten worse over the years. Trump in particular has allow a rather nasty aspect of American society to rise to the surface and be open about their nastiness. This means that people on opposite political spectrum cannot see eye-to-eye at all. This makes compromise even worse and less likely to succeed.,1
"As someone who graduated with a STEM degree I know firsthand just how few women there are in the field. It's very sad, and it does indeed rob us of talent. All you have to do is look around to see how America is still a man-run country. The number of women in power is small, and women feel conflicted between what society says they should do and what they want to do. After all, many have aspirations besides raising kids. Who says that the 'house-mom' idea is right? The gender gap needs to close, and the wage gap. Women are not paid as much as men. That's a fact.",1
To all those with family members deployed in Iraq: God bless your military members who are currently trying to free Mosul from ISIS control. May they rescue and help those poor civilians that ISIS has taken as human shields. May both the US and Iraqi troops and those being held captive be kept safe.,1
"We need to make sure these brave people have more resources. Government needs to realize the value of animal tourism and do more to stop poaching. Once these precious animals are gone, there will be no bringing them back. We need to do more to make sure this does not happen. Poaching is a huge problem in Africa and penalties need to be severe",1
"My feelings and thoughts regarding the article I just read, is what I want to sit down and compose a brief message to you, in regards to it. I think that the Greenhouse Effect is highly over-rated. I find that the forces that oppose and are against it, has a strong point. As well, those in favor of it is also right, and just to want and seek and work towards ways that would be in the best interest of our lives and our environment. I believe it they would not show any interest, then whatever the harmful effects would only increase. Those in opposition, who feel that it's just an umbrella word to funnel monies in areas that are not needed. That believe Mother Nature and the natural state of how our Earth and it's environment works, are also somewhat correct. I wish each would meet halfway.",1
"Thomas referred the case to the full court, and shortly before midnight, the justices issued an order granting Arthur’s stay request. The order included a statement from Chief Justice John G. Roberts Jr. explaining that while he did not believe this case merited a review from the Supreme Court, he had decided to vote for a stay anyway as a courtesy to his colleagues. Roberts wrote that four of the other justices had voted in favor of staying the execution. While it takes five justices to overturn a lower court ruling, it takes only four to accept a case. “To afford them the opportunity to more fully consider the suitability of this case for review, including these circumstances, I vote to grant the stay as a courtesy,” he wrote. Justices Thomas and Samuel Alito would have rejected the requ",1
"After reading an article about the fraud happened years ago, I am now traumatized with easily trusting people. It is indeed a nightmare for all the victims to be involved in this kind of problem. It is a challenge to trust people again and invest your money on something. It is always good to know your rights before giving away the so called ""trust"".",1
"It seems like the air pollution in India is getting worse and this is especially troubling for children who are very susceptible to the open air. This is very alarming as just recently 1,800 school had been close in India because of the poor air quality. It seem that these particle from the smog and fireworks are so tiny that they can make there way in the small pockets of the lungs.",1
"I just read this article about a forest land in Indonesia that could potentially be cut down and turned in to a tree plant. Normally an article like this might not attract my attention and cause me to read any further, but this particular forest land is home to the 3rd largest population of endangered orangutans and if the forest is cut down, it is estimated that 1750 orangutans will die or have to be rescued and re-homed. This is so heartbreaking to me because these are innocent animals, endangered ones at that, that are just living in their natural environment and have done nothing wrong. How can the government in Indonesia think that this idea is even a possibility, never mind the fact it could not possibly be a positive thing because of the negative impact it has on this species!!",1
"Food, water fears remain year after Brazil mine dam disaster — COLATINA, Brazil — One year after a dam ruptured and sent a giant wave of metal-laden mud gushing into one of Brazil’s most important rivers, people who live along the banks won’t drink the water and fishermen are afraid to eat their catch. Upward of 10 billion gallons of mud filled with mining waste buried towns in the Nov. 5 dam break that has been described as the worst environmental disaster in Latin America’s largest country. Nineteen people perished. Across 5,000 acres — about six times the size of New York City’s Central Park — the onslaught of mud crushed thousands of trees and wildlife. In the river, more than 14 tons of fish died, mostly after mud got stuck in their gills. An equally large amount of aquatic plants die",1
"I've been reading about the drastic increase in migrants trying to get from Africa to Europe across the Mediterranean Sea.  This year has seen large amounts of people seeking refuge in Europe, and large increases in fatalities for those attempting the crossing.  These people are fleeing desperate conditions in hope of a better life and are attempting risky crossings because there are not enough safe ways to migrate.",1
Hey I feel like Trump winning was way worse than people thought. The amount of violent attacks on minorites and in general have increased considerably. There have been over 200 attacks since election day can you imagine that? I hate that trunp supporters somehow feel vindicated with their awful racism.,1
Another example of the Government disregard for the Indian people who lived here before we ever arrived. Sad in this day and age they are just trying to protect their land. Stop the potential for environmental damage to the land where they have lived for thousands of years. Don't we learn anything from history. How can they shot and harm these people just protecting their land and way of life.,1
"So apparently even turtles are poised to suffer from our careless destruction of the planet vis a vis degradation to habitats due to climate change. Though it seems like they will be able to withstand the changes in temperature, it is not at all clear what will be the outcome of the potentially lost habitats they live in due to climate change. These guys have been around longer than we have, as a species. It's really sad to think that we would be responsible for endangering them even further than we already have.",1
I can't believe that this place was ever given a license to carry out their business in the first place. These poor dogs died a slow painful death because the owners of this kennel were so careless. Did they not see the dogs suffering? How would they like to be locked up in a room in those temps? Make sure you are taking your pets to a reputable kennel if you do need to board them - I would have to see something like this happen to anyone else!!,1
"Sally Brampton: Journalist killed herself after 'missed opportunities' — Sally Brampton, founding editor of Elle magazine in the UK, killed herself after health professionals ""missed opportunities"" to offer her help, an inquest has heard. Ms Brampton, 60, who wrote a Daily Mail advice column, drowned after walking into the sea near her home on 10 May. Hastings Coroners' Court heard she was ""in crisis"" in March 2016 and had sought help from a psychiatrist and GP.",1
"Thinking about the refugee situation around the globe is so disheartening. There are so many people who are only trying to survive who cannot find support anywhere. Those of us in countries with resources really need to start pushing out legislators to accept and support these people, especially when their situations are the result of our own policies. Humans need to look out for each other far more--we should value every life the same, no matter the country of its origin.",1
"Dear friend ,  How are you ? I heard that you fell down the stairs and broke your leg !! Are you ok ? Hope you are getting better . But seriously, what really happened ? Your mum told me that you were running and fell  but I want to hear directly from you . I am coming to the hospital to visit you in an hour . That's my final decision. No one can change it , and yes because you didn't come to school today you missed a lot of work . Don't be too happy , you'll have to complete the work later",1
We should all try to do more to decrease global warming for the sake the polar bear population and for our own human population as well. Please read this article about the polar bears and the problems they face and issues that they must endure related to global warming. The article is very descriptive and explains the issues very well. It is worth reading and sharing with others to  bring exposure to the plight of the polar bears.,1
Its so obvious how much lady  periods and pills we have to take are linked to our depresstion and body pains. The chemistry going on in our body is somthing I cant even get ahold of. The pill though is such a thing we need if we dont want to have babies that this time. The after math of it is just a deeper conversation we have to understand so that we dont end of hurting ourself.,1
"How can Canada think that was the right course of action? Of course we are no better with how we treated the Native Americans. These poor kids are ripped from their homes and subjected to such horrors because of who they are. It is sickening. It is as if we have no respect for the past. Who cares if they didn't speak the language or assimilate into ""normal culture"". Is that any reason to destroy their lives? No apology could ever fix what was done. So many children died, just because they were born into the ""wrong"" culture. This mentality, unfortunately, isn't isolated or gone from planet. We are destroying the identity of people who for the most part probably just wanted to live and die without interfering with the ""new"" culture. Is it so wrong to be different?",1
"We need to recognize that global warming is real and acknowledge our part in it. We as a globe need to take note and work together. The Great Barrier Reef is one of our planet's more amazing wonders and we need to do all we can to protect it, while the Amazon isn't doing absolutely fantastic we've improved the quality and conservation.",1
"This is a sad article. Some many things are unknown for those born outside the country. It is always unfair that others are able to get deported after spending most of their lives in the USA, especially those that came at a very early age. Also US parents that adopt children should be granted us citizenship.",1
Did you hear about the horrible earthquake in New Zealand? IT was devastating and I am so heartbroken and sad for all of those people.It's going to be difficult to get aid to some places because the roads are severely damaged. Those people must be so terrified and worried. I'm sure they're hungry and in serious need of water and food and many are in need of shelter. I pray that God gives them all peace and comfort during this time.,1
Did you hear about the earthquake in Tanzania? There were over 200 deaths. It's so scary because you can't really prepare for something like that. I live in California so people are always warning us about the san andres fault line. I get so worried thinking about how bad it might get if something like that happens to us.,1
"I just heard that the Editor of Elle magazine killed herself.  It is always sad when someone take their own life. What makes this one worse than the usual is that there were chances that she could have been helped but she was turned away. They said that she was ""over the worst of it"" but other evidence suggests that she was not. To me it seems like people did not want to deal with her for some reason or they were on a small budget and could not afford to treat her so they turned her away. Very sad and very messed up that you turn away someone whop wants helpa dn they then kill themselves. The system needs to be fixed.",1
Remember that you where telling me about how you were having trouble sleeping lately?  Maybe you should take a look at this article that I found online about sleep paralysis and what it is all about and how it is affecting this guy.  I hope that it can help you out a little bit with what you have been going through.,1
"Wow. So sad to see yet another species on the way to extinction. It's crazy to think that there's only 60 of one species left in the world. I know that it was the same way with the white rhino - it was like we knew it was coming, but we were completely unable to stop it, because it was just too late. I wonder if they could keep them in captivity.",1
"These are the headlines that I have to read these days! I just can't believe all of the horrid news that is taking over our lives lately. And now we have to worry about when our men and women go out to train, that this kind of thing can end of happening at the drop of a hat. So, who is responsible after this? Who helps the children now without parents? Who pays for everything surrounding their funerals, and all of the costs after that?",1
"A perfect example of greed and selfishness-British government is willing to kill innocent creatures in order to drill for oil, regardless of consequences! Instead of exploring other alternatives, such as natural energy sources, they will go and march their way to Africa and claim innocent lives just to put money in their pockets. I wonder if the majesty Queen, the mighty Queen of England, would appreciate of someone suddenly marched into her palace and started drilling for oil?!!! Absolutely disturbing-total disregard for nature and living creatures, nothing but pure greed regardless of the cost!",1
"You know I'm not a fan of religion in any context, but this type of thing happens everywhere. There's always some idiot who goes off and uses religion, bigotry, sex, gender, anything really as an explanation. It's sad that you read something like this and it doesn't even feel like news. Perhaps its just our access that's making this seem ordinary.",1
the war on terror that began with the initial war of America on Afghanistan for the purpose of eliminating Talibaan and restoring order and democracy there but this war has continue for quite some time and has turned the country in ruined . i think its about time we leave that country for good and let them live there life,1
"The only solution for the ""wage gap"" is the total abolishment of capitalism and all governments. There will be no more wage gap when there is no money! By instituting Anarcho-Communism, all people can be given what they need without a worry of who is getting more or less. Capitalism is evil and must be destroyed!",1
"I have pretty strong thoughts and feelings about this. From what I read, I feel like that is a very tragic situation. Us as a society, we are taking advantage of the trees we have here. In order to protect the environment and make the environment better again, we need to take care of it. What we are doing, in my opinion, is morally and ethnically wrong and we need to do a better job of taking care of nature. I understand that some blame is from the volcanoes of hawaii, but feel like us humans do way more damage than what mother nature brings.",1
"I think the situation in allepo is really dire. I don't understand why the syrian government is trying to harm the people there whey they didn't do anything wrong. I think the whole situation is really sad and that a lot of innocent people are getting hurt for no reason. War is awful and I hope that there's a solution to it soon. I'm glad that the UN is trying to do something, but I just don't think that it's enough.",1
"Hello, dear group. Let's trust in the laws of our country and in truly just judgments. Hopefully the murderer accused of five counts of murder will not be free and quiet in the streets of this country. I hope that justice can compensate a little to the relatives of the victim. After a 24-hour chase the police found the criminal and even though the victims have not been recognized, they will soon discover who they are.",1
"It really is too bad that this had to happen.  The internet will never let them forget.  I'm sure the zookeepers feel awful about what has transpired.  After all, They are probably all great lovers of animals and you and I know that it is never easy to see a poor animal die.  I wonder if there were things to be done that could have prevented this or if I am just thinking with insight.",1
It brings me great sorrow to tell you about a horrific incident that left two children without parents after a mechanical failure at an amusement park. It is truly shocking and disturbing that this could have happened. Thee two kids lsot both parents and they watched them drown which is disturbing to think about.,1
There is people starving and going without any food. Some of these people used to have jobs and ate well before they fell on bad times. They are suffering and going without basic nessicities. One mother went as far as trying to boil grass for her children to eat. I cant imagine lacking so much nutrition and suffering so bad,1
"I think it's a shame that they made the employees create fake accounts in order to drive up the sales. What a shame. Why are they blaming the employees when it was those in higher positions who were forced into doing what they did. If they wasn't forced then it never would've happened. I feel sorry for the worker, but I would've quit before they had me do something fraudulent.",1
"Oh man, I feel perturbed. Why do people have to keep suffering and dying so we can understand that strict gun control is necessary, who needs to die? How many people? This is just a sad and crazy story repeating itself, over and over again. We need to understand that as long as anyone can get a gun, nobody is safe.",1
"People who take advantage of and endanger animals are the worst criminals in existence. Animals are defenseless and unable to do anything other than be confined and taken advantage of. This article shows the unfortunate process after animals are confiscated and taken away from these dangerous people, but there is no global consensus on the proper sequence and handling of these animals.",1
"I am really touched by this story. the rescue just restored my faith in humanity.The success of the rescue operation proves that extraordinary things can be achieved with passion and determination. human conflict causes suffering to both human beings and animals. Suffering animals should not be forgotten or overlooked, even in the midst of human conflicts or natural or man-made disasters. I was very touched and encouraged by these acts of bravery and care towards animals.",1
"This is horribly to read about. The sheer number of people dying every day, just trying to escape on boats, is quite alarming. Think about people from one country equaling those people dying in gang violence in major, crime ridden societies - but JUST for people attempting to escape via water. What should we do about this? Open our borders? Is it enough to simply help them get out of where they are to some place safer? Obviously this isnt exacly their fault, especially the kids. But what can we do? Will money help? Probably not. Open borders will. Bring them here and help them find a more peaceful way through thehri own lives.",1
"Hey B, remember that conversation we had the other day, well I found an article that talks about it.  It basically says that humans have destroyed 10 percent of Earth's wilderness in the last 25 years.  The article said that the total land area is about half the size of the Amazon and twice the size of the whole state of Alaska.  That is about 1.3 million square miles of wilderness, that just disappeared.  The article also revealed that humanity has one to two decades more to turn it around before it is too late.  I hope something is done soon and I'll send you a link to the article.",1
It must be extremely difficult to find these lone wolf terrorist. I can only begin to understand the type of manpower needed to pursue these people. I think that most of them are mentally ill and hard to catch before they commit the crime. It makes me think of the movie Minority Report and how that type of technology might become available with the advance of A.I..,1
